,condition,milage,Price,Year,Brand,Model,Model_Vers,S_RS,Cabriolet,Color,Transmission,6,7
99,Used,28828,84995,2016,Porsche,911,Carrera,4S,,Other,Automatic,,
0,Used,14374,68900,2018,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
1,Porsche Certified,35959,59950,2013,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
2,Used,1278,329950,2018,Porsche,911,GT2,RS,,Gray/Silver,Automatic,,
3,Used,46857,64000,2014,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
4,Used,35103,68398,2018,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
5,Porsche Certified,5609,133494,2017,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
6,Used,23811,62885,2012,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
7,Used,6600,79900,2007,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
8,Used,41594,41999,2007,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
9,Used,34154,67000,2014,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
10,Used,31698,59900,2012,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
11,Used,34530,120000,2017,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
12,Used,36330,85950,2015,Porsche,911,Targa,4,,Gray/Silver,Automatic,,
13,Used,84438,48995,2007,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
14,Used,39829,65988,2015,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
15,Used,88111,29988,2007,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
16,Used,94249,59995,2013,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
17,Used,50712,36800,2008,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
18,Used,64056,53815,2012,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
19,Used,12021,116950,2015,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
20,Used,28342,69984,2016,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
21,Porsche Certified,13864,157900,2017,Porsche,911,Turbo,S,,Gray/Silver,Automatic,,
22,Used,53744,49590,2009,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
23,Used,56350,53890,2009,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
24,Used,9000,79100,2017,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
25,Used,14268,122989,2015,Porsche,911,Turbo,S,,Gray/Silver,Automatic,,
26,Used,8580,97745,2016,Porsche,911,Carrera,GTS,,Gray/Silver,Automatic,,
27,Used,41618,56898,2013,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
28,Used,27831,65996,2011,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
29,Porsche Certified,36468,49790,2011,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
30,Porsche Certified,10959,88790,2017,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
31,Used,16849,89900,2017,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
32,Porsche Certified,1729,188777,2016,Porsche,911,GT3,RS,,Gray/Silver,Automatic,,
33,Used,78910,31500,2008,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
34,Used,67525,59800,2014,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
35,Used,15737,71985,2008,Porsche,911,Turbo,Cabriolet,,Gray/Silver,Automatic,,
36,Used,76275,26888,2007,Porsche,911,Carrera,Cabriolet,,Gray/Silver,Automatic,,
37,Used,21059,Not Priced,2015,Porsche,911,GT3,,,Gray/Silver,Automatic,,
38,Used,44717,54995,2014,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
39,Used,22530,105990,2015,Porsche,911,GT3,,,Gray/Silver,Automatic,,
40,Used,785,305850,2018,Porsche,911,GT2,RS,,Gray/Silver,Automatic,,
41,Used,24167,74900,2013,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
42,Used,27018,63900,2012,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
43,Used,79719,47991,2008,Porsche,911,Turbo,Cabriolet,,Gray/Silver,Automatic,,
44,Used,14421,123995,2016,Porsche,911,GT3,,,Gray/Silver,Automatic,,
45,Used,51350,37875,2007,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Automatic,,
46,Used,28772,66535,2008,Porsche,911,Turbo,Cabriolet,,Gray/Silver,Automatic,,
47,Used,38879,53900,2009,Porsche,911,Carrera,4,Cabriolet,Gray/Silver,Automatic,,
48,Used,24779,70955,2013,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
49,Used,28384,64989,2007,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
50,Used,12161,64950,2010,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
51,Used,39994,51950,2010,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
52,Porsche Certified,14395,83991,2017,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
53,Porsche Certified,8972,129991,2019,Porsche,911,Targa,4S,,Gray/Silver,Automatic,,
54,Used,4897,149999,2018,Porsche,911,GT3,,,Gray/Silver,Automatic,,
55,Used,20251,71999,2014,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
56,Used,130000,34900,2013,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
57,Used,29476,57995,2012,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
58,Used,53605,46777,2013,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
59,Used,33717,62995,2014,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
60,Used,5325,109750,2015,Porsche,911,Targa,4S,,Gray/Silver,Automatic,,
61,Porsche Certified,21710,78998,2017,Porsche,911,FACTORY,WHEEL,UPGRADE,Gray/Silver,Automatic,PACKAGE,PLUS
62,Used,26874,95797,2014,Porsche,911,GT3,,,Gray/Silver,Automatic,,
63,Used,10817,98995,2011,Porsche,911,,,,Gray/Silver,Automatic,,
64,Porsche Certified,21047,109990,2015,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
65,Used,16823,71899,2014,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
66,Used,12735,97949,2017,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
67,Used,18920,109300,2014,Porsche,911,GT3,,,Gray/Silver,Automatic,,
68,Used,806,329000,2018,Porsche,911,GT2,RS,,Gray/Silver,Automatic,,
69,Used,22149,90999,2017,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
70,Used,67968,55500,2013,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
71,Used,23988,Not Priced,2015,Porsche,911,Turbo,S,,Gray/Silver,Automatic,,
72,Used,54138,72900,2010,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
73,Used,42926,99990,2014,Porsche,911,GT3,,,Gray/Silver,Automatic,,
74,Used,10830,134991,2014,Porsche,911,Turbo,S,,Gray/Silver,Automatic,,
75,Used,23622,45999,2007,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Automatic,,
76,Used,28000,56000,2013,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
77,Used,49568,38998,2007,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Automatic,,
78,Used,86555,47765,2013,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
79,Used,13148,75980,2017,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
80,Porsche Certified,30846,69980,2015,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
81,Used,28496,51950,2009,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
82,Used,16016,69995,2012,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
83,Used,21411,139950,2015,Porsche,911,Turbo,S,,Gray/Silver,Automatic,,
84,Porsche Certified,33965,84347,2017,Porsche,911,Carrera,4,,Gray/Silver,Automatic,,
85,Porsche Certified,14410,113991,2014,Porsche,911,50th,Anniversary,Edition,Gray/Silver,Automatic,,
86,Used,47883,49888,2009,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
87,Used,17112,99995,2015,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
88,Porsche Certified,39154,59800,2014,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
89,Used,12504,124993,2017,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
90,Used,26324,59000,2010,Porsche,911,Carrera,4S,Cabriolet,Gray/Silver,Automatic,,
91,Used,54579,49299,2010,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
92,Used,63551,52599,2009,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
93,Used,46524,64991,2013,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
94,Used,35959,124900,2017,Porsche,911,Turbo,,,Gray/Silver,Automatic,,
95,Used,8894,124900,2016,Porsche,911,GT3,,,Gray/Silver,Automatic,,
96,Used,49745,57500,2016,Porsche,911,Carrera,,,Gray/Silver,Automatic,,
97,Used,30156,72500,2016,Porsche,911,Carrera,S,,Gray/Silver,Automatic,,
98,Used,25,152660,2019,Porsche,911,Carrera,4,GTS,Gray/Silver,Automatic,,
99,Used,28828,84995,2016,Porsche,911,Carrera,4S,,Gray/Silver,Automatic,,
0,Used,26274,63995,2016,Porsche,911,Carrera,,,White,Automatic,,
1,Used,3575,159500,2016,Porsche,911,GT3,RS,,White,Automatic,,
2,Used,51845,48950,2008,Porsche,911,Carrera,4S,Cabriolet,White,Automatic,,
3,Porsche Certified,17446,81999,2018,Porsche,911,Carrera,,,White,Automatic,,
4,Used,26735,97998,2015,Porsche,911,GT3,,,White,Automatic,,
5,Used,20000,118000,2015,Porsche,911,GT3,,,White,Automatic,,
6,Used,29500,123893,2015,Porsche,911,Turbo,,,White,Automatic,,
7,Used,52971,34995,2008,Porsche,911,Carrera,4,Cabriolet,White,Automatic,,
8,Used,1250,313995,2018,Porsche,911,GT2,RS,,White,Automatic,,
9,Used,41000,59990,2012,Porsche,911,Carrera,4S,,White,Automatic,,
10,Used,22985,78499,2017,Porsche,911,Carrera,4,,White,Automatic,,
11,Used,17984,99500,2011,Porsche,911,Turbo,S,,White,Automatic,,
12,Used,15363,126000,2015,Porsche,911,Turbo,S,,White,Automatic,,
13,Used,41056,58990,2016,Porsche,911,Carrera,4,,White,Automatic,,
14,Used,3450,122990,2015,Porsche,911,Turbo,,,White,Automatic,,
15,Used,39656,54299,2013,Porsche,911,Carrera,,,White,Automatic,,
16,Used,16500,119900,2015,Porsche,911,GT3,,,White,Automatic,,
17,Used,37543,59997,2011,Porsche,911,Targa,4,,White,Automatic,,
18,Used,11719,119221,2014,Porsche,911,GT3,,,White,Automatic,,
19,Used,29214,59991,2013,Porsche,911,Carrera,,,White,Automatic,,
20,Porsche Certified,56797,69984,2015,Porsche,911,Carrera,S,,White,Automatic,,
21,Used,31288,69900,2017,Porsche,911,Carrera,,,White,Automatic,,
22,Used,75200,54590,2012,Porsche,911,Carrera,4S,,White,Automatic,,
23,Used,4113,103995,2017,Porsche,911,Carrera,,,White,Automatic,,
24,Used,8830,117000,2014,Porsche,911,GT3,,,White,Automatic,,
25,Used,58785,37986,2008,Porsche,911,Carrera,4S,,White,Automatic,,
26,Used,61833,55996,2011,Porsche,911,Carrera,4S,,White,Automatic,,
27,Used,13600,66990,2012,Porsche,911,Carrera,S,,White,Automatic,,
28,Used,36843,78777,2015,Porsche,911,Carrera,S,,White,Automatic,,
29,Used,37565,66900,2011,Porsche,911,Carrera,GTS,,White,Automatic,,
30,Used,45727,97900,2014,Porsche,911,Turbo,S,,White,Automatic,,
31,Used,13995,145899,2017,Porsche,911,Turbo,S,,White,Automatic,,
32,Used,58000,93000,2014,Porsche,911,Turbo,S,,White,Automatic,,
33,Used,6760,134900,2018,Porsche,911,Carrera,4,GTS,White,Automatic,,
34,Used,21963,61900,2012,Porsche,911,991,Carrera,S,White,Automatic,,
35,Porsche Certified,26732,97995,2015,Porsche,911,Targa,4S,,White,Automatic,,
36,Used,32525,71950,2012,Porsche,911,Carrera,4,GTS,White,Automatic,,
37,Used,29498,32000,2013,Porsche,911,Carrera,S,,White,Automatic,,
38,Used,41359,59991,2013,Porsche,911,Carrera,,,White,Automatic,,
39,Used,24719,68850,2014,Porsche,911,Carrera,S,,White,Automatic,,
40,Used,734,204900,2019,Porsche,911,GT3,RS,,White,Automatic,,
41,Porsche Certified,14403,122690,2015,Porsche,911,GT3,,,White,Automatic,,
42,Used,7829,69950,2014,Porsche,911,Carrera,,,White,Automatic,,
43,Used,26894,69950,2014,Porsche,911,Carrera,S,,White,Automatic,,
44,Used,10000,95000,2014,Porsche,911,GT3,,,White,Automatic,,
45,Used,31863,66950,2011,Porsche,911,Carrera,GTS,,White,Automatic,,
46,Porsche Certified,15135,82795,2015,Porsche,911,Carrera,S,,White,Automatic,,
47,Used,17001,148124,2016,Porsche,911,GT3,RS,,White,Automatic,,
48,Used,24588,114900,2016,Porsche,911,Turbo,S,,White,Automatic,,
49,Used,32377,76998,2017,Porsche,911,Carrera,,,White,Automatic,,
50,Used,53064,43995,2009,Porsche,911,Carrera,,,White,Automatic,,
51,Used,52992,64995,2013,Porsche,911,Carrera,4S,,White,Automatic,,
52,Used,52300,42000,2009,Porsche,911,Carrera,,,White,Automatic,,
53,Used,19547,147991,2016,Porsche,911,GT3,RS,,White,Automatic,,
54,Porsche Certified,18528,126998,2017,Porsche,911,Targa,4S,,White,Automatic,,
55,Used,25124,66995,2016,Porsche,911,Carrera,,,White,Automatic,,
56,Used,15215,114995,2014,Porsche,911,GT3,,,White,Automatic,,
57,Used,54700,39500,2008,Porsche,911,Carrera,S,Cabriolet,White,Automatic,,
58,Used,54236,30000,2011,Porsche,911,Turbo,S,,White,Automatic,,
59,Porsche Certified,52677,46353,2010,Porsche,911,Carrera,,,White,Automatic,,
60,Used,44448,88777,2015,Porsche,911,Turbo,,,White,Automatic,,
61,Used,9800,113795,2016,Porsche,911,Targa,4,GTS,White,Automatic,,
62,Porsche Certified,6301,149000,2018,Porsche,911,GT3,,,White,Automatic,,
63,Porsche Certified,11275,119998,2016,Porsche,911,Turbo,,,White,Automatic,,
64,Used,68208,35995,2008,Porsche,911,Carrera,S,Cabriolet,White,Automatic,,
65,Used,33800,105000,2014,Porsche,911,GT3,,,White,Automatic,,
66,Used,34642,43991,2008,Porsche,911,Carrera,S,,White,Automatic,,
67,Used,42367,66900,2014,Porsche,911,Carrera,S,,White,Automatic,,
68,Used,25086,75900,2015,Porsche,911,Carrera,4S,,White,Automatic,,
69,Porsche Certified,11427,146995,2016,Porsche,911,GT3,RS,,White,Automatic,,
70,Used,100367,28888,2007,Porsche,911,Carrera,,,White,Automatic,,
71,Used,26917,85991,2016,Porsche,911,Carrera,GTS,,White,Automatic,,
72,Used,50972,51999,2009,Porsche,911,Carrera,S,Cabriolet,White,Automatic,,
73,Used,25520,136888,2016,Porsche,911,Turbo,S,,White,Automatic,,
74,Used,37321,107771,2014,Porsche,911,Turbo,S,,White,Automatic,,
75,Used,22792,67995,2013,Porsche,911,Carrera,S,,White,Automatic,,
76,Used,31553,116900,2015,Porsche,911,Turbo,S,,White,Automatic,,
77,Used,40406,109995,2014,Porsche,911,Turbo,S,,White,Automatic,,
78,Used,22878,123988,2015,Porsche,911,GT3,,,White,Automatic,,
79,Porsche Certified,1457,125805,2016,Porsche,911,Turbo,,,White,Automatic,,
80,Porsche Certified,13780,126974,2016,Porsche,911,GT3,,,White,Automatic,,
81,Porsche Certified,10296,87800,2018,Porsche,911,Carrera,,,White,Automatic,,
82,Used,58556,59994,2011,Porsche,911,Carrera,4S,,White,Automatic,,
83,Used,36525,59999,2013,Porsche,911,Carrera,S,,White,Automatic,,
84,Used,39881,39999,2007,Porsche,911,Carrera,S,Cabriolet,White,Automatic,,
85,Used,18589,110995,2015,Porsche,911,Targa,4S,,White,Automatic,,
86,Used,13786,68999,2015,Porsche,911,Carrera,,,White,Automatic,,
87,Used,10114,145309,2018,Porsche,911,Turbo,,,White,Automatic,,
88,Used,22978,86500,2016,Porsche,911,Carrera,S,,White,Automatic,,
89,Used,44999,83900,2017,Porsche,911,Carrera,S,,White,Automatic,,
90,Used,45476,69998,2014,Porsche,911,Carrera,4S,,White,Automatic,,
91,Porsche Certified,29089,73000,2014,Porsche,911,Carrera,S,,White,Automatic,,
92,Used,11991,127999,2015,Porsche,911,Turbo,S,,White,Automatic,,
93,Porsche Certified,7249,154981,2018,Porsche,911,GT3,,,White,Automatic,,
94,Used,5932,91589,2018,Porsche,911,Carrera,,,White,Automatic,,
95,Used,18563,72990,2017,Porsche,911,Carrera,,,White,Automatic,,
96,Porsche Certified,8305,161900,2017,Porsche,911,Turbo,S,,White,Automatic,,
97,Used,24506,73911,2014,Porsche,911,Carrera,4S,,White,Automatic,,
98,Used,10000,124900,2016,Porsche,911,Turbo,,,White,Automatic,,
99,Porsche Certified,7192,94695,2017,Porsche,911,Carrera,S,,White,Automatic,,
0,Used,40687,60579,2008,Porsche,911,Turbo,Cabriolet,,White,Automatic,,
1,Used,6355,194989,2019,Porsche,911,Turbo,S,,White,Automatic,,
2,Used,18414,115888,2014,Porsche,911,Turbo,,,White,Automatic,,
3,Used,19128,134991,2015,Porsche,911,Turbo,S,,White,Automatic,,
4,Porsche Certified,4061,163888,2016,Porsche,911,GT3,RS,,White,Automatic,,
5,Used,5887,79850,2017,Porsche,911,Carrera,,,White,Automatic,,
6,Used,7591,84000,2018,Porsche,911,Carrera,,,White,Automatic,,
7,Used,5839,152990,2018,Porsche,911,GT3,,,White,Automatic,,
8,Used,37586,69786,2017,Porsche,911,Carrera,,,White,Automatic,,
9,Used,30641,86490,2016,Porsche,911,Targa,4S,,White,Automatic,,
10,Used,93329,72881,2012,Porsche,911,,,,White,Automatic,,
11,Used,23518,93750,2011,Porsche,911,Turbo,S,,White,Automatic,,
12,Used,21,114881,2019,Porsche,911,Targa,4,,White,Automatic,,
13,Used,1650,129900,2014,Porsche,911,GT3,,,White,Automatic,,
14,Used,9354,119888,2015,Porsche,911,GT3,,,White,Automatic,,
15,Used,44413,71995,2013,Porsche,911,Carrera,4S,,White,Automatic,,
16,Porsche Certified,7686,156793,2018,Porsche,911,GT3,,,White,Automatic,,
17,Used,7,169881,2019,Porsche,911,Turbo,S,,White,Automatic,,
18,Used,62236,44995,2011,Porsche,911,Carrera,S,,White,Automatic,,
19,Used,15240,114900,2016,Porsche,911,Targa,4S,,White,Automatic,,
20,Used,14297,96991,2018,Porsche,911,Carrera,S,,White,Automatic,,
21,Used,18402,128950,2017,Porsche,911,Turbo,,,White,Automatic,,
22,Used,13329,154990,2018,Porsche,911,Turbo,S,,White,Automatic,,
23,Porsche Certified,22840,81995,2015,Porsche,911,Carrera,4S,,White,Automatic,,
24,Used,20442,116000,2014,Porsche,911,Turbo,S,,White,Automatic,,
25,Used,3847,158000,2018,Porsche,911,GT3,,,White,Automatic,,
26,Porsche Certified,22752,83186,2019,Porsche,911,Carrera,,,White,Automatic,,
27,Porsche Certified,690,189900,2016,Porsche,911,GT3,RS,,White,Automatic,,
28,Used,17532,119995,2015,Porsche,911,GT3,,,White,Automatic,,
29,Porsche Certified,6003,122998,2019,Porsche,911,Carrera,GTS,,White,Automatic,,
30,Used,37226,121640,2018,Porsche,911,GT3,,,White,Automatic,,
31,Porsche Certified,7080,93988,2019,Porsche,911,Carrera,,,White,Automatic,,
32,Used,22216,114950,2015,Porsche,911,GT3,,,White,Automatic,,
33,Used,28779,117777,2015,Porsche,911,Turbo,S,,White,Automatic,,
34,Used,26775,67500,2013,Porsche,911,Carrera,S,,White,Automatic,,
35,Used,7460,138000,2018,Porsche,911,Turbo,,,White,Automatic,,
36,Used,40700,66999,2017,Porsche,911,Carrera,,,White,Automatic,,
37,Used,87000,33000,2008,Porsche,911,Carrera,,,White,Automatic,,
38,Porsche Certified,5574,78878,2017,Porsche,911,Carrera,,,White,Automatic,,
39,Used,1806,112500,2019,Porsche,911,Carrera,S,,White,Automatic,,
40,Porsche Certified,21313,82988,2017,Porsche,911,Carrera,,,White,Automatic,,
41,Used,22142,99995,2015,Porsche,911,Turbo,,,White,Automatic,,
42,Porsche Certified,8765,79980,2017,Porsche,911,Carrera,,,White,Automatic,,
43,Used,36420,77500,2011,Porsche,911,Turbo,,,White,Automatic,,
44,Used,23649,83880,2017,Porsche,911,Carrera,,,White,Automatic,,
45,Used,4997,155000,2018,Porsche,911,GT3,,,White,Automatic,,
46,Used,27801,109900,2016,Porsche,911,Turbo,,,White,Automatic,,
47,Used,1350,179900,2019,Porsche,911,Turbo,S,,White,Automatic,,
48,Used,7960,140990,2018,Porsche,911,Turbo,,,White,Automatic,,
49,Used,25468,69900,2009,Porsche,911,Turbo,Cabriolet,,White,Automatic,,
50,Used,18370,121777,2015,Porsche,911,Turbo,S,,White,Automatic,,
51,Porsche Certified,14765,139898,2017,Porsche,911,Turbo,,,White,Automatic,,
52,Used,16119,Not Priced,2017,Porsche,911,Turbo,S,,White,Automatic,,
53,Used,24114,113777,2014,Porsche,911,Turbo,S,,White,Automatic,,
54,Used,9031,83841,2014,Porsche,911,Carrera,S,,White,Automatic,,
55,Used,17197,124680,2017,Porsche,911,Turbo,,,White,Automatic,,
56,Used,15537,129991,2015,Porsche,911,Turbo,,,White,Automatic,,
57,Used,30948,116995,2017,Porsche,911,Turbo,,,White,Automatic,,
58,Used,6485,120900,2014,Porsche,911,GT3,,,White,Automatic,,
59,Used,22300,115000,2015,Porsche,911,GT3,,,White,Automatic,,
60,Used,26758,119800,2015,Porsche,911,GT3,,,White,Automatic,,
61,Used,7378,126900,2014,Porsche,911,Turbo,S,,White,Automatic,,
62,Used,3459,159997,2018,Porsche,911,GT3,,,White,Automatic,,
63,Used,11831,144995,2017,Porsche,911,Turbo,S,,White,Automatic,,
64,Used,13449,123000,2015,Porsche,911,GT3,,,White,Automatic,,
65,Used,2512,163995,2019,Porsche,911,GT3,,,White,Automatic,,
66,Porsche Certified,1112,179000,2019,Porsche,911,Turbo,S,,White,Automatic,,
67,Used,41,251190,2019,Porsche,911,GT3,RS,,White,Automatic,,
68,Used,1817,210000,2019,Porsche,911,GT3,RS,,White,Automatic,,
69,Porsche Certified,17158,119900,2014,Porsche,911,Turbo,S,,White,Automatic,,
70,Used,365,134006,2017,Porsche,911,Targa,4S,,White,Automatic,,
71,Used,7920,89998,2017,Porsche,911,Carrera,4,,White,Automatic,,
72,Used,6171,149905,2018,Porsche,911,GT3,,,White,Automatic,,
73,Porsche Certified,12904,81421,2017,Porsche,911,Carrera,,,White,Automatic,,
74,Used,26505,79900,2015,Porsche,911,Carrera,S,,White,Automatic,,
75,Porsche Certified,12750,88336,2017,Porsche,911,Carrera,4,,White,Automatic,,
76,Porsche Certified,6624,94995,2019,Porsche,911,Carrera,T,,White,Automatic,,
77,Porsche Certified,2902,122900,2019,Porsche,911,Carrera,4S,,White,Automatic,,
78,Used,2980,185000,2019,Porsche,911,GT3,RS,,White,Automatic,,
79,Used,950,379999,2019,Porsche,911,GT2,RS,,White,Automatic,,
80,Porsche Certified,23325,89989,2017,Porsche,911,Carrera,4,,White,Automatic,,
81,Porsche Certified,8082,94900,2017,Porsche,911,Carrera,S,,White,Automatic,,
82,Used,10814,92995,2016,Porsche,911,Carrera,GTS,,White,Automatic,,
83,Used,23258,79991,2017,Porsche,911,Carrera,,,White,Automatic,,
84,Used,250,174988,2019,Porsche,911,Turbo,,,White,Automatic,,
85,Porsche Certified,13222,92000,2012,Porsche,911,Turbo,,,White,Automatic,,
86,Porsche Certified,7602,155000,2018,Porsche,911,Turbo,,,White,Automatic,,
87,Used,8627,149991,2018,Porsche,911,Turbo,,,White,Automatic,,
88,Used,5757,163950,2018,Porsche,911,Turbo,S,,White,Automatic,,
89,Used,11397,121955,2016,Porsche,911,Turbo,,,White,Automatic,,
90,Used,9924,113995,2017,Porsche,911,Carrera,4S,,White,Automatic,,
91,Used,2371,175850,2016,Porsche,911,GT3,RS,,White,Automatic,,
92,Used,37085,89996,2017,Porsche,911,Carrera,S,,White,Automatic,,
93,Used,4154,260000,2018,Porsche,911,Turbo,S,,White,Automatic,,
94,Used,12417,98800,2016,Porsche,911,Carrera,GTS,,White,Automatic,,
95,Used,7604,132988,2019,Porsche,911,Targa,4S,,White,Automatic,,
96,Used,28903,76999,2017,Porsche,911,Carrera,,,White,Automatic,,
97,Used,21111,139956,2017,Porsche,911,Turbo,S,,White,Automatic,,
98,Used,2723,219991,2019,Porsche,911,GT3,RS,,White,Automatic,,
99,Porsche Certified,17310,86998,2017,Porsche,911,Carrera,,,White,Automatic,,
0,Used,14560,118950,2015,Porsche,911,GT3,,,White,Automatic,,
1,Used,11397,122955,2016,Porsche,911,Turbo,,,White,Automatic,,
2,Used,564,334900,2018,Porsche,911,GT2,RS,,White,Automatic,,
3,Used,23000,109500,2015,Porsche,911,GT3,,,White,Automatic,,
4,Used,34500,95000,2014,Porsche,911,GT3,,,White,Automatic,,
5,Porsche Certified,14597,91998,2017,Porsche,911,Carrera,,,White,Automatic,,
6,Used,3681,109000,2019,Porsche,911,Carrera,4,,White,Automatic,,
7,Used,28150,115500,2015,Porsche,911,,,,White,Automatic,,
8,Used,16909,84998,2017,Porsche,911,Carrera,S,,White,Automatic,,
9,Porsche Certified,24166,80000,2015,Porsche,911,Carrera,S,,White,Automatic,,
10,Porsche Certified,23613,153950,2017,Porsche,911,Turbo,S,,White,Automatic,,
11,Used,9391,84888,2017,Porsche,911,Carrera,,,White,Automatic,,
12,Used,2637,177456,2019,Porsche,911,Turbo,,,White,Automatic,,
13,Used,9924,110995,2017,Porsche,911,Carrera,4S,,White,Automatic,,
14,Porsche Certified,15318,139995,2018,Porsche,911,Turbo,,,White,Automatic,,
15,Used,16955,139500,2017,Porsche,911,Turbo,,,White,Automatic,,
16,Used,6200,123900,2015,Porsche,911,GT3,,,White,Automatic,,
17,Used,6840,145912,2019,Porsche,911,,,,White,Automatic,,
18,Used,21136,73995,2013,Porsche,911,Carrera,S,,White,Automatic,,
19,Porsche Certified,1770,329900,2018,Porsche,911,GT2,RS,,White,Automatic,,
20,Used,5003,157699,2018,Porsche,911,Turbo,S,,White,Automatic,,
21,Porsche Certified,10501,108998,2017,Porsche,911,Carrera,S,,White,Automatic,,
22,Used,7656,123900,2015,Porsche,911,Turbo,,,White,Automatic,,
23,Used,9015,88590,2015,Porsche,911,Carrera,S,,White,Automatic,,
24,Used,5546,109981,2019,Porsche,911,Carrera,S,,White,Automatic,,
25,Used,20897,104995,2013,Porsche,911,Turbo,S,,White,Automatic,,
26,Porsche Certified,2965,162000,2017,Porsche,911,Turbo,S,,White,Automatic,,
27,Used,5205,135455,2018,Porsche,911,Turbo,,,White,Automatic,,
28,Used,19320,67000,2014,Porsche,911,Carrera,,,White,Automatic,,
29,Used,25378,94888,2012,Porsche,911,Turbo,,,White,Automatic,,
30,Used,14879,158777,2018,Porsche,911,Turbo,S,,White,Automatic,,
31,Porsche Certified,12780,104991,2015,Porsche,911,Turbo,,,White,Automatic,,
32,Used,1838,182400,2019,Porsche,911,Turbo,S,,White,Automatic,,
33,Used,26067,94951,2017,Porsche,911,Carrera,S,,White,Automatic,,
34,Used,5775,119984,2014,Porsche,911,Turbo,S,,White,Automatic,,
35,Used,2345,158991,2018,Porsche,911,Turbo,,,White,Automatic,,
36,Used,16841,85950,2015,Porsche,911,Carrera,4S,,White,Automatic,,
37,Used,6406,86998,2016,Porsche,911,Carrera,S,,White,Automatic,,
38,Porsche Certified,11561,174988,2018,Porsche,911,Turbo,S,,White,Automatic,,
39,Porsche Certified,18458,157000,2017,Porsche,911,Turbo,S,,White,Automatic,,
40,Porsche Certified,9964,126990,2015,Porsche,911,GT3,,,White,Automatic,,
41,Used,25294,90000,2017,Porsche,911,Carrera,4S,,White,Automatic,,
