,condition,milage,Price,Year,Brand,Model,Model_Vers,S_RS,Cabriolet,Color,Transmission,6,7
42,Porsche Certified,13923,98948,2017,Porsche,911,Carrera,S,,White,Automatic,,
43,Used,12352,74850,2014,Porsche,911,Carrera,,,White,Automatic,,
44,Used,19987,95582,2017,Porsche,911,Carrera,4S,,White,Automatic,,
45,Porsche Certified,34541,84995,2018,Porsche,911,Carrera,,,White,Automatic,,
46,Used,9735,99998,2018,Porsche,911,Carrera,S,,White,Automatic,,
47,Used,37321,108880,2014,Porsche,911,Turbo,S,,White,Automatic,,
48,Porsche Certified,7268,84800,2017,Porsche,911,Carrera,,,White,Automatic,,
49,Used,53042,Not Priced,2013,Porsche,911,Carrera,,,White,Automatic,,
50,Porsche Certified,19533,119984,2015,Porsche,911,GT3,,,White,Automatic,,
51,Used,10,249000,2019,Porsche,911,GT3,Cup,,White,Automatic,,
52,Used,566,Not Priced,2019,Porsche,911,GT3,,,White,Automatic,,
53,Used,23579,82000,2017,Porsche,911,Carrera,,,White,Automatic,,
54,Used,22041,Not Priced,2014,Porsche,911,Turbo,S,,White,Automatic,,
55,Used,34241,Not Priced,2014,Porsche,911,Carrera,S,,White,Automatic,,
56,Used,86900,35000,2008,Porsche,911,Carrera,4,Cabriolet,White,Automatic,,
57,Porsche Certified,11384,87991,2018,Porsche,911,Carrera,,,White,Automatic,,
58,Porsche Certified,405,139270,2019,Porsche,911,Targa,4S,,White,Automatic,,
59,Used,18248,Not Priced,2014,Porsche,911,Turbo,,,White,Automatic,,
60,Used,4400,80995,2017,Porsche,911,Carrera,,,White,Automatic,,
61,Used,31205,38000,2013,Porsche,911,Carrera,S,,White,Automatic,,
62,Used,322,259900,2019,Porsche,911,Turbo,S,,White,Automatic,,
63,Used,35847,119900,2014,Porsche,911,Turbo,S,,White,Automatic,,
64,Used,29036,129999,2017,Porsche,911,Turbo,,,White,Automatic,,
65,Used,10,99990,2017,Porsche,911,Carrera,S,,White,Automatic,,
0,Used,42752,58977,2012,Porsche,911,Carrera,S,,Red,Automatic,,
1,Used,92498,49900,2007,Porsche,911,Turbo,,,Red,Automatic,,
2,Used,21177,62900,2017,Porsche,911,Carrera,,,Red,Automatic,,
3,Used,82320,26490,2008,Porsche,911,Carrera,,,Red,Automatic,,
4,Used,37193,51995,2008,Porsche,911,Targa,4S,,Red,Automatic,,
5,Used,63720,50995,2009,Porsche,911,Carrera,4S,Cabriolet,Red,Automatic,,
6,Used,36324,61777,2007,Porsche,911,Turbo,,,Red,Automatic,,
7,Used,48053,56730,2007,Porsche,911,Turbo,,,Red,Automatic,,
8,Used,35946,71633,2014,Porsche,911,Carrera,S,,Red,Automatic,,
9,Used,52734,33000,2007,Porsche,911,Carrera,,,Red,Automatic,,
10,Porsche Certified,5336,117595,2019,Porsche,911,Carrera,4S,,Red,Automatic,,
11,Used,62073,59888,2007,Porsche,911,Turbo,,,Red,Automatic,,
12,Used,8400,117800,2014,Porsche,911,GT3,,,Red,Automatic,,
13,Used,85114,51495,2007,Porsche,911,Turbo,,,Red,Automatic,,
14,Used,28555,64869,2014,Porsche,911,Carrera,,,Red,Automatic,,
15,Used,38549,56900,2008,Porsche,911,Targa,4S,,Red,Automatic,,
16,Used,25106,88998,2011,Porsche,911,Turbo,S,,Red,Automatic,,
17,Porsche Certified,23060,84300,2012,Porsche,911,Carrera,4,GTS,Red,Automatic,,
18,Used,14833,145000,2018,Porsche,911,GT3,,,Red,Automatic,,
19,Used,39081,44995,2008,Porsche,911,Carrera,S,Cabriolet,Red,Automatic,,
20,Used,3000,70000,2019,Porsche,911,Carrera,T,,Red,Automatic,,
21,Used,88822,42633,2011,Porsche,911,Carrera,GTS,,Red,Automatic,,
22,Used,16000,139000,2014,Porsche,911,Turbo,S,,Red,Automatic,,
23,Used,33434,106484,2014,Porsche,911,Turbo,S,,Red,Automatic,,
24,Used,42322,59988,2007,Porsche,911,Turbo,,,Red,Automatic,,
25,Used,20911,69900,2008,Porsche,911,Turbo,,,Red,Automatic,,
26,Used,20171,87795,2017,Porsche,911,Carrera,S,,Red,Automatic,,
27,Used,31612,67898,2013,Porsche,911,Carrera,S,,Red,Automatic,,
28,Used,2575,184695,2019,Porsche,911,GT3,RS,,Red,Automatic,,
29,Used,19671,139200,2017,Porsche,911,Turbo,S,,Red,Automatic,,
30,Used,5517,99495,2019,Porsche,911,Carrera,T,,Red,Automatic,,
31,Porsche Certified,39023,72997,2015,Porsche,911,Carrera,4S,,Red,Automatic,,
32,Used,31005,72900,2015,Porsche,911,Carrera,S,,Red,Automatic,,
33,Used,28722,96845,2016,Porsche,911,Targa,4S,,Red,Automatic,,
34,Used,22417,89495,2017,Porsche,911,Carrera,S,,Red,Automatic,,
35,Used,11208,119000,2017,Porsche,911,Targa,4S,,Red,Automatic,,
36,Used,13263,60000,2009,Porsche,911,Carrera,4S,Cabriolet,Red,Automatic,,
37,Used,305,349800,2018,Porsche,911,GT2,RS,,Red,Automatic,,
38,Porsche Certified,11958,118778,2016,Porsche,911,Turbo,,,Red,Automatic,,
39,Used,34799,57900,2008,Porsche,911,Targa,4S,,Red,Automatic,,
40,Used,7941,68595,2008,Porsche,911,4S,,,Red,Automatic,,
41,Porsche Certified,15723,119000,2015,Porsche,911,GT3,,,Red,Automatic,,
42,Used,25390,129995,2015,Porsche,911,Turbo,S,,Red,Automatic,,
43,Used,34187,52000,2009,Porsche,911,Carrera,S,Cabriolet,Red,Automatic,,
44,Used,23827,91991,2014,Porsche,911,Carrera,4S,,Red,Automatic,,
45,Used,29272,106995,2016,Porsche,911,Targa,4,GTS,Red,Automatic,,
46,Used,3071,119995,2011,Porsche,911,Turbo,S,,Red,Automatic,,
47,Used,53969,32900,2007,Porsche,911,Carrera,Cabriolet,,Red,Automatic,,
48,Used,1136,319900,2019,Porsche,911,GT2,RS,,Red,Automatic,,
49,Used,10189,136995,2017,Porsche,911,Turbo,,,Red,Automatic,,
50,Used,20976,99900,2018,Porsche,911,Carrera,4S,,Red,Automatic,,
51,Porsche Certified,27534,87998,2016,Porsche,911,Carrera,4S,,Red,Automatic,,
52,Used,4505,155900,2017,Porsche,911,Turbo,S,,Red,Automatic,,
53,Used,6026,155000,2018,Porsche,911,GT3,,,Red,Automatic,,
54,Used,6489,148980,2018,Porsche,911,GT3,,,Red,Automatic,,
55,Porsche Certified,7047,104995,2018,Porsche,911,Carrera,S,,Red,Automatic,,
56,Porsche Certified,16504,120000,2015,Porsche,911,GT3,,,Red,Automatic,,
57,Porsche Certified,7420,99000,2019,Porsche,911,Carrera,,,Red,Automatic,,
58,Used,4355,107900,2016,Porsche,911,Targa,4S,,Red,Automatic,,
59,Used,3734,319900,2018,Porsche,911,GT2,RS,,Red,Automatic,,
60,Porsche Certified,5714,95432,2018,Porsche,911,Carrera,S,,Red,Automatic,,
61,Used,5709,82900,2014,Porsche,911,Carrera,S,,Red,Automatic,,
62,Used,2300,159900,2019,Porsche,911,Turbo,,,Red,Automatic,,
63,Used,26821,75995,2017,Porsche,911,Carrera,,,Red,Automatic,,
64,Used,9779,122550,2016,Porsche,911,Carrera,GTS,,Red,Automatic,,
65,Used,35020,65000,2015,Porsche,911,Carrera,S,,Red,Automatic,,
66,Used,5200,124900,2017,Porsche,911,Targa,4S,,Red,Automatic,,
67,Porsche Certified,2129,156995,2019,Porsche,911,Turbo,,,Red,Automatic,,
68,Used,1513,326900,2018,Porsche,911,GT2,RS,,Red,Automatic,,
69,Porsche Certified,2862,182888,2018,Porsche,911,Turbo,S,,Red,Automatic,,
70,Used,50678,53950,2009,Porsche,911,Carrera,4S,,Red,Automatic,,
71,Used,19482,71999,2011,Porsche,911,Carrera,GTS,,Red,Automatic,,
72,Used,6412,96785,2017,Porsche,911,Carrera,S,,Red,Automatic,,
73,Used,1585,184995,2019,Porsche,911,Turbo,S,,Red,Automatic,,
74,Used,41502,99900,2016,Porsche,911,Turbo,,,Red,Automatic,,
75,Porsche Certified,15232,112900,2018,Porsche,911,Carrera,GTS,,Red,Automatic,,
76,Porsche Certified,22312,97991,2017,Porsche,911,Carrera,4S,,Red,Automatic,,
77,Used,12500,119500,2015,Porsche,911,GT3,,,Red,Automatic,,
78,Used,18569,111888,2014,Porsche,911,GT3,,,Red,Automatic,,
79,Used,1115,119955,2017,Porsche,911,Carrera,GTS,,Red,Automatic,,
80,Used,14611,104995,2016,Porsche,911,Carrera,GTS,,Red,Automatic,,
81,Porsche Certified,10318,129995,2014,Porsche,911,GT3,,,Red,Automatic,,
82,Used,5115,104308,2019,Porsche,911,Carrera,S,,Red,Automatic,,
83,Porsche Certified,17066,89957,2015,Porsche,911,Carrera,GTS,,Red,Automatic,,
84,Used,4799,136000,2017,Porsche,911,Targa,4S,,Red,Automatic,,
85,Used,1016,167999,2019,Porsche,911,Turbo,,,Red,Automatic,,
86,Used,7312,133995,2017,Porsche,911,Turbo,,,Red,Automatic,,
87,Used,50078,82999,2017,Porsche,911,Carrera,S,,Red,Automatic,,
88,Porsche Certified,3829,99800,2019,Porsche,911,Carrera,,,Red,Automatic,,
89,Used,7301,101909,2018,Porsche,911,Carrera,S,,Red,Automatic,,
90,Used,13444,122800,2015,Porsche,911,GT3,,,Red,Automatic,,
91,Used,11453,116900,2018,Porsche,911,Carrera,GTS,,Red,Automatic,,
92,Used,42772,58880,2012,Porsche,911,Carrera,S,,Red,Automatic,,
93,Used,18702,75000,2012,Porsche,911,,,,Red,Automatic,,
94,Used,61784,36988,2008,Porsche,911,Carrera,S,Cabriolet,Red,Automatic,,
95,Porsche Certified,4669,126747,2017,Porsche,911,Targa,4S,,Red,Automatic,,
96,Used,31676,Not Priced,2013,Porsche,911,Carrera,S,,Red,Automatic,,
97,Used,47234,Not Priced,2011,Porsche,911,Turbo,,,Red,Automatic,,
0,Used,40074,47999,2012,Porsche,911,Carrera,,,Black,Manual,,
1,Used,33351,44000,2012,Porsche,911,Black,Edition,,Black,Manual,,
2,Used,31000,69995,2016,Porsche,911,Carrera,,,Black,Manual,,
3,Used,56436,51990,2012,Porsche,911,Carrera,S,,Black,Manual,,
4,Used,83282,39890,2012,Porsche,911,Carrera,,,Black,Manual,,
5,Used,20646,44548,2007,Porsche,911,Carrera,S,,Black,Manual,,
6,Used,11106,126500,2015,Porsche,911,GT3,,,Black,Manual,,
7,Used,106140,39995,2007,Porsche,911,Turbo,,,Black,Manual,,
8,Used,20663,48900,2009,Porsche,911,Carrera,Cabriolet,,Black,Manual,,
9,Used,126130,22990,2007,Porsche,911,Carrera,,,Black,Manual,,
10,Used,35750,39300,2008,Porsche,911,Carrera,S,Cabriolet,Black,Manual,,
11,Used,34688,67433,2014,Porsche,911,Carrera,S,,Black,Manual,,
12,Used,28613,43900,2008,Porsche,911,Carrera,Cabriolet,,Black,Manual,,
13,Used,20029,56998,2012,Porsche,911,Black,Edition,,Black,Manual,,
14,Used,41019,57800,2012,Porsche,911,Carrera,4S,,Black,Manual,,
15,Used,36118,47977,2009,Porsche,911,Carrera,S,Cabriolet,Black,Manual,,
16,Used,42012,48418,2012,Porsche,911,Black,Edition,,Black,Manual,,
17,Used,72700,34988,2007,Porsche,911,Carrera,S,,Black,Manual,,
18,Used,54727,34944,2007,Porsche,911,Carrera,,,Black,Manual,,
19,Used,58158,32975,2007,Porsche,911,Carrera,,,Black,Manual,,
20,Used,31022,66940,2015,Porsche,911,Carrera,S,,Black,Manual,,
21,Used,34155,49990,2012,Porsche,911,Carrera,S,,Black,Manual,,
22,Used,40689,46977,2012,Porsche,911,Black,Edition,,Black,Manual,,
23,Used,35800,64991,2011,Porsche,911,Carrera,4S,,Black,Manual,,
24,Used,51500,55000,2013,Porsche,911,Carrera,,,Black,Manual,,
25,Used,42233,44591,2012,Porsche,911,Black,Edition,,Black,Manual,,
26,Used,34042,56995,2014,Porsche,911,Carrera,,,Black,Manual,,
27,Used,35420,62894,2009,Porsche,911,Turbo,Cabriolet,,Black,Manual,,
28,Used,42440,69995,2015,Porsche,911,Targa,4,,Black,Manual,,
29,Used,26180,57999,2013,Porsche,911,Carrera,,,Black,Manual,,
30,Used,46970,58000,2010,Porsche,911,Carrera,4S,Cabriolet,Black,Manual,,
31,Used,29400,56995,2015,Porsche,911,Carrera,S,,Black,Manual,,
32,Used,10300,82900,2017,Porsche,911,Carrera,4S,,Black,Manual,,
33,Used,68246,63999,2009,Porsche,911,Turbo,,,Black,Manual,,
34,Used,57588,85220,2014,Porsche,911,Turbo,S,,Black,Manual,,
35,Used,36256,65999,2014,Porsche,911,Carrera,S,,Black,Manual,,
36,Used,28872,67900,2015,Porsche,911,Carrera,,,Black,Manual,,
37,Used,11370,87000,2017,Porsche,911,Carrera,S,,Black,Manual,,
38,Used,35214,33000,2013,Porsche,911,Carrera,,,Black,Manual,,
39,Used,37541,97990,2015,Porsche,911,Turbo,,,Black,Manual,,
40,Used,49000,48700,2013,Porsche,911,Carrera,,,Black,Manual,,
41,Used,49611,54981,2013,Porsche,911,Carrera,,,Black,Manual,,
42,Used,18800,69999,2016,Porsche,911,Carrera,4,Black,Black,Manual,Edition,
43,Used,65987,89995,2014,Porsche,911,Turbo,S,,Black,Manual,,
44,Porsche Certified,26973,64898,2012,Porsche,911,Carrera,S,,Black,Manual,,
45,Used,23124,59980,2013,Porsche,911,Carrera,S,,Black,Manual,,
46,Used,56748,67990,2008,Porsche,911,Turbo,Cabriolet,,Black,Manual,,
47,Used,32322,56988,2014,Porsche,911,Carrera,,,Black,Manual,,
48,Used,13010,129999,2007,Porsche,911,GT3,RS,,Black,Manual,,
49,Used,59850,59999,2014,Porsche,911,Carrera,4S,,Black,Manual,,
50,Used,69978,58900,2014,Porsche,911,Carrera,4S,,Black,Manual,,
0,Used,15305,115000,2016,Porsche,911,Turbo,,,Black,Manual,,
1,Used,85000,34900,2009,Porsche,911,Carrera,S,Cabriolet,Black,Manual,,
2,Porsche Certified,29534,102485,2015,Porsche,911,Targa,4S,,Black,Manual,,
3,Used,56436,51990,2012,Porsche,911,Carrera,S,,Black,Manual,,
4,Used,82450,32999,2009,Porsche,911,Carrera,S,Cabriolet,Black,Manual,,
5,Used,37856,62988,2009,Porsche,911,Turbo,Cabriolet,,Black,Manual,,
6,Porsche Certified,33469,83875,2012,Porsche,911,Carrera,4,GTS,Black,Manual,,
7,Porsche Certified,27962,64490,2014,Porsche,911,Carrera,,,Black,Manual,,
8,Used,20039,67790,2013,Porsche,911,Carrera,S,,Black,Manual,,
9,Used,29655,106990,2014,Porsche,911,Turbo,S,,Black,Manual,,
10,Used,54905,53000,2012,Porsche,911,Carrera,S,,Black,Manual,,
11,Used,66437,35990,2007,Porsche,911,Carrera,4S,Cabriolet,Black,Manual,,
12,Used,30465,74680,2014,Porsche,911,Carrera,4S,,Black,Manual,,
13,Used,35475,67395,2013,Porsche,911,Carrera,S,,Black,Manual,,
14,Used,39245,57900,2013,Porsche,911,Carrera,,,Black,Manual,,
15,Used,59785,64000,2013,Porsche,911,Carrera,S,,Black,Manual,,
16,Used,40208,59991,2016,Porsche,911,Carrera,,,Black,Manual,,
17,Used,53111,39998,2011,Porsche,911,Carrera,S,,Black,Manual,,
18,Porsche Certified,47438,69998,2017,Porsche,911,Carrera,,,Black,Manual,,
19,Used,18259,69950,2011,Porsche,911,Carrera,S,,Black,Manual,,
20,Porsche Certified,9528,119577,2014,Porsche,911,Turbo,S,,Black,Manual,,
21,Used,16587,51950,2009,Porsche,911,Carrera,,,Black,Manual,,
22,Used,17081,60999,2012,Porsche,911,Carrera,,,Black,Manual,,
23,Porsche Certified,18823,75991,2014,Porsche,911,Carrera,S,,Black,Manual,,
24,Porsche Certified,11772,101999,2015,Porsche,911,Turbo,,,Black,Manual,,
25,Used,16004,95800,2018,Porsche,911,Carrera,4S,,Black,Manual,,
26,Used,15442,62995,2008,Porsche,911,Targa,4S,,Black,Manual,,
27,Used,20059,59995,2011,Porsche,911,Carrera,,,Black,Manual,,
28,Used,53787,44990,2010,Porsche,911,Carrera,,,Black,Manual,,
29,Used,45209,42900,2007,Porsche,911,Carrera,Cabriolet,,Black,Manual,,
30,Used,9223,89999,2011,Porsche,911,Turbo,,,Black,Manual,,
31,Used,12429,128000,2014,Porsche,911,Turbo,S,,Black,Manual,,
32,Used,27748,49900,2009,Porsche,911,Carrera,Cabriolet,,Black,Manual,,
33,Used,39508,58900,2014,Porsche,911,Carrera,,,Black,Manual,,
34,Used,24640,62998,2015,Porsche,911,Carrera,,,Black,Manual,,
35,Used,51392,45980,2010,Porsche,911,Carrera,4,Cabriolet,Black,Manual,,
36,Used,20500,49500,2010,Porsche,911,Carrera,,,Black,Manual,,
37,Used,38463,67999,2014,Porsche,911,Carrera,S,,Black,Manual,,
38,Used,65757,41977,2007,Porsche,911,Carrera,4S,,Black,Manual,,
39,Used,19727,75291,2014,Porsche,911,Carrera,S,,Black,Manual,,
40,Used,16500,104000,2017,Porsche,911,Carrera,4,GTS,Black,Manual,,
41,Used,37884,51950,2010,Porsche,911,Carrera,S,,Black,Manual,,
42,Used,90492,49997,2008,Porsche,911,Turbo,Cabriolet,,Black,Manual,,
0,Used,78611,39988,2008,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
1,Used,22463,56997,2013,Porsche,911,Carrera,,,Gray/Silver,Manual,,
2,Used,24812,59950,2013,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
3,Used,54809,41998,2007,Porsche,911,Targa,4S,,Gray/Silver,Manual,,
4,Used,31650,44995,2007,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Manual,,
5,Used,78,289000,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
6,Used,9118,49997,2008,Porsche,911,,,,Gray/Silver,Manual,,
7,Used,34916,79995,2014,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
8,Used,33041,57890,2013,Porsche,911,Carrera,,,Gray/Silver,Manual,,
9,Used,5948,159900,2018,Porsche,911,GT3,,,Gray/Silver,Manual,,
10,Used,32831,57900,2009,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
11,Used,46398,43500,2007,Porsche,911,Carrera,4S,Cabriolet,Gray/Silver,Manual,,
12,Used,34539,75995,2008,Porsche,911,Turbo,,,Gray/Silver,Manual,,
13,Used,41245,50725,2008,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
14,Used,51804,35895,2007,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Manual,,
15,Used,55000,45000,2007,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
16,Used,18158,62995,2007,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
17,Used,23019,83950,2015,Porsche,911,Carrera,GTS,,Gray/Silver,Manual,,
18,Used,56498,38500,2008,Porsche,911,Carrera,4,Cabriolet,Gray/Silver,Manual,,
19,Used,28876,45500,2008,Porsche,911,Targa,4,,Gray/Silver,Manual,,
20,Used,44193,49950,2011,Porsche,911,Carrera,,,Gray/Silver,Manual,,
21,Used,5497,85000,2018,Porsche,911,Carrera,T,,Gray/Silver,Manual,,
22,Used,69813,32000,2007,Porsche,911,Carrera,,,Gray/Silver,Manual,,
23,Used,33139,42500,2008,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
24,Porsche Certified,6185,126995,2018,Porsche,911,Carrera,4,GTS,Gray/Silver,Manual,,
25,Used,32148,Not Priced,2008,Porsche,911,Carrera,,,Gray/Silver,Manual,,
26,Used,45533,30995,2007,Porsche,911,Carrera,Cabriolet,,Gray/Silver,Manual,,
27,Used,63485,39900,2007,Porsche,911,Carrera,4S,Cabriolet,Gray/Silver,Manual,,
28,Used,64498,34995,2007,Porsche,911,Carrera,,,Gray/Silver,Manual,,
29,Used,96502,31980,2008,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Manual,,
30,Used,48336,73995,2007,Porsche,911,Turbo,,,Gray/Silver,Manual,,
31,Porsche Certified,8402,84500,2018,Porsche,911,Carrera,,,Gray/Silver,Manual,,
32,Used,26738,80995,2017,Porsche,911,Carrera,,,Gray/Silver,Manual,,
33,Used,72000,32000,2008,Porsche,911,Carrera,4,,Gray/Silver,Manual,,
34,Used,14376,89995,2007,Porsche,911,Turbo,,,Gray/Silver,Manual,,
35,Used,25401,78995,2008,Porsche,911,Turbo,Cabriolet,,Gray/Silver,Manual,,
36,Used,43403,73305,2007,Porsche,911,Turbo,,,Gray/Silver,Manual,,
37,Porsche Certified,5133,97970,2018,Porsche,911,Carrera,,,Gray/Silver,Manual,,
38,Used,52500,99999,2008,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Manual,,
39,Used,2742,101950,2019,Porsche,911,Carrera,T,,Gray/Silver,Manual,,
40,Used,51077,41900,2008,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Manual,,
41,Porsche Certified,13706,83900,2017,Porsche,911,Carrera,,,Gray/Silver,Manual,,
42,Used,36522,63900,2013,Porsche,911,Carrera,,,Gray/Silver,Manual,,
43,Used,47342,98000,2010,Porsche,911,GT3,,,Gray/Silver,Manual,,
44,Used,51118,42890,2009,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
45,Used,27396,88888,2017,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
46,Used,13655,88991,2016,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
47,Used,34135,44925,2007,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
48,Used,20530,52400,2008,Porsche,911,Carrera,,,Gray/Silver,Manual,,
49,Used,40500,57991,2012,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
50,Used,227,339500,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
51,Used,37104,45000,2007,Porsche,911,Carrera,4S,Cabriolet,Gray/Silver,Manual,,
52,Used,6846,94994,2017,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
53,Used,2819,158994,2018,Porsche,911,GT3,,,Gray/Silver,Manual,,
54,Used,59931,34998,2007,Porsche,911,Carrera,,,Gray/Silver,Manual,,
55,Used,143119,23950,2007,Porsche,911,Carrera,,,Gray/Silver,Manual,,
56,Used,237,124900,2019,Porsche,911,Carrera,GTS,,Gray/Silver,Manual,,
57,Used,83499,28880,2007,Porsche,911,Carrera,,,Gray/Silver,Manual,,
58,Used,15523,60999,2014,Porsche,911,Carrera,,,Gray/Silver,Manual,,
59,Used,8410,87998,2017,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
60,Used,12181,80995,2017,Porsche,911,Carrera,,,Gray/Silver,Manual,,
61,Used,420,349900,2016,Porsche,911,R,,,Gray/Silver,Manual,,
62,Used,20416,79283,2018,Porsche,911,Carrera,,,Gray/Silver,Manual,,
63,Used,1284,114000,2019,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
64,Used,201,375950,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
65,Used,53000,45500,2008,Porsche,911,Carrera,4S,Cabriolet,Gray/Silver,Manual,,
66,Used,5900,100000,2017,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
67,Used,1835,98995,2019,Porsche,911,Carrera,T,,Gray/Silver,Manual,,
68,Used,39326,87900,2017,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
69,Used,28,362140,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
70,Porsche Certified,365,309900,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
71,Used,37,338000,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
72,Used,27807,86990,2008,Porsche,911,Turbo,,,Gray/Silver,Manual,,
73,Porsche Certified,43092,75900,2017,Porsche,911,Carrera,,,Gray/Silver,Manual,,
74,Used,20,309900,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
75,Used,25700,54999,2009,Porsche,911,Carrera,S,Cabriolet,Gray/Silver,Manual,,
76,Used,32081,71950,2008,Porsche,911,Turbo,,,Gray/Silver,Manual,,
77,Used,2481,155800,2018,Porsche,911,GT3,,,Gray/Silver,Manual,,
78,Used,41,178900,2016,Porsche,911,Carrera,GTS,,Gray/Silver,Manual,,
79,Used,8625,169500,2010,Porsche,911,GT3,,,Gray/Silver,Manual,,
80,Used,18,389900,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
81,Used,4500,107900,2017,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
82,Used,25218,158990,2010,Porsche,911,GT3,RS,,Gray/Silver,Manual,,
83,Used,4601,180000,2018,Porsche,911,GT3,,,Gray/Silver,Manual,,
84,Used,8243,379988,2011,Porsche,911,GT2,RS,,Gray/Silver,Manual,,
85,Used,7188,169000,2011,Porsche,911,GT3,RS,,Gray/Silver,Manual,,
86,Used,9869,140000,2010,Porsche,911,GT3,,,Gray/Silver,Manual,,
87,Used,102,369981,2019,Porsche,911,Speedster,,,Gray/Silver,Manual,,
88,Used,22857,149999,2011,Porsche,911,GT3,RS,,Gray/Silver,Manual,,
89,Used,40500,75000,2008,Porsche,911,Turbo,Cabriolet,,Gray/Silver,Manual,,
90,Used,62367,36000,2007,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
91,Used,51025,53998,2015,Porsche,911,Carrera,4,,Gray/Silver,Manual,,
92,Used,11800,84900,2012,Porsche,911,Targa,4S,,Gray/Silver,Manual,,
93,Used,13300,Not Priced,2007,Porsche,911,GT3,,,Gray/Silver,Manual,,
94,Used,22642,75000,2014,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
95,Porsche Certified,10545,84991,2018,Porsche,911,Carrera,,,Gray/Silver,Manual,,
96,Used,58482,Not Priced,2007,Porsche,911,Carrera,4S,,Gray/Silver,Manual,,
97,Used,38397,44887,2008,Porsche,911,Carrera,S,,Gray/Silver,Manual,,
0,Used,8592,83885,2018,Porsche,911,Carrera,,,Other,Manual,,
1,Used,54990,39995,2008,Porsche,911,Carrera,S,,Other,Manual,,
2,Used,32842,69000,2015,Porsche,911,Carrera,S,,Other,Manual,,
3,Used,31689,95900,2009,Porsche,911,Turbo,,,Other,Manual,,
4,Used,85000,50000,2007,Porsche,911,Turbo,,,Other,Manual,,
5,Used,2964,169850,2018,Porsche,911,GT3,,,Other,Manual,,
6,Used,13025,61503,2014,Porsche,911,Carrera,4,,Other,Manual,,
7,Used,25906,93995,2016,Porsche,911,Carrera,GTS,,Other,Manual,,
8,Used,89,329995,2019,Porsche,911,Speedster,,,Other,Manual,,
9,Used,3427,139863,2019,Porsche,911,Carrera,4,GTS,Other,Manual,,
10,Used,29281,63900,2009,Porsche,911,Carrera,S,,Other,Manual,,
11,Used,19261,94477,2007,Porsche,911,GT3,,,Other,Manual,,
12,Used,64,175000,2018,Porsche,911,GT3,,,Other,Manual,,
13,Used,42,167991,2018,Porsche,911,GT3,,,Other,Manual,,
14,Used,3273,160000,2018,Porsche,911,GT3,,,Other,Manual,,
15,Used,4434,76599,2016,Porsche,911,Carrera,,,Other,Manual,,
16,Used,9832,80000,2017,Porsche,911,Carrera,,,Other,Manual,,
17,Used,18156,88984,2015,Porsche,911,Carrera,GTS,,Other,Manual,,
18,Used,1065,350900,2019,Porsche,911,Speedster,,,Other,Manual,,
19,Used,921,199870,2018,Porsche,911,GT3,,,Other,Manual,,
20,Used,24418,89989,2017,Porsche,911,Carrera,4S,,Other,Manual,,
21,Used,16951,92500,2015,Porsche,911,Targa,4S,,Other,Manual,,
22,Used,20788,52475,2007,Porsche,911,Carrera,,,Other,Manual,,
23,Used,22525,107000,2007,Porsche,911,GT3,,,Other,Manual,,
24,Used,21712,138000,2007,Porsche,911,GT3,RS,,Other,Manual,,
25,Used,11813,84000,2016,Porsche,911,Carrera,4S,,Other,Manual,,
26,Porsche Certified,9444,84950,2018,Porsche,911,Carrera,,,Other,Manual,,
27,Used,4476,199900,2018,Porsche,911,GT3,,,Other,Manual,,
28,Used,1378,102900,2018,Porsche,911,Carrera,S,,Other,Manual,,
